,string,valid
533,BTSSSSXXTTTTTTTTTTTTTVPSE,1
534,BPSSSSSSXXVPXVVE,0
535,BTSSSXXVPXVPXVPXTVPXVPXVVE,1
536,BTSSXXTTTVPXTVPXTVPSE,1
537,BTSSSSSSSSXXTTVVE,1
538,BAFHILHILHJILGE,0
539,BTXXVPXVPXTTVPSE,1
540,BPTTVPXTVPXTTTTTVPXVPXTVVE,1
541,BTXXTVPXTTTVPXTTVPXVPXTTVVE,1
542,BTSSSXXTVPXTVPXTTTTVPXVPXTVVE,1
543,BMOOOQUWWWVZUVYE,0
544,BPTTVPXTTTVPXTTTVPXVPXTVVE,1
545,BTTTVXSXPXXPXSSSSXPSE,0
546,BPSSXXTVPXTTTVPSE,0
547,BCJILHJJJILHJJIKE,0
548,BTSXXTTTTVPXTTTTTTTVPXVPSE,1
549,BPTTVPXTTTTTVPXVPXTTTTVPSE,1
550,BPVPXVPXTTTVPXVPXTTTTTTVVE,1
551,BNWWWWVZUWVZUWVZUVZUWWVYE,0
552,BPVPXTTVPXTTVPXVPXVPXTTVVE,1
553,BTSXXTTTTTTVPXTTVPXTVVE,1
554,BTSXXTVPXTTTVPXVPXVVE,1
555,BTTVXXPXSSSSSSXPXSXVE,0
556,BPVPXVPXVPXTTVPXTTTVPSE,1
557,BMQUCCAFUCCCAFRE,0
558,BAFHJILHJJJILHIKE,0
559,BOCCCCCCCAFUCCCADE,0
560,BPTVPXTTTTVPXTVPXTTVPXVPXTTVVE,1
561,BTXXVPXVPXVPXTVPXTTVPSE,1
562,BTVXSSSSSSSXPXSXVE,0
563,BPTTTTTTVPXVPXVPXVPXTTTTTTTTVPXVPXVPXTVPXVVE,1
564,BQMMMMMNUCAFUCCADE,0
565,BTSXPVXPTTTTTVXPTTTTTTTTTTTVSE,0
566,BADDDFHJILHJJJJJIKE,0
567,BAFHILHJILHJJJJJJILGE,0
568,BPTVPXTTTVPXTVPXVPXVVE,1
569,BPXXTTTTVPXTTTTVPSE,0
570,BTTTVXSSSSXPXXVE,0
571,BPSSSXPXXPXSSSXPSE,0
572,BPTTTVPXTTTTTVPXVPXTVPXTTVPSE,1
573,BTTVXXPXXPXXPXXVE,0
574,BADDDDDFHJJJILHJJJIKE,0
575,BTSSSXPVXPVXPTVXPTVSE,0
576,BTSSSSSSXXTTTTTTTTTTTVPSE,1
577,BPSXXTTTTTTVPXTVPXTVPSE,0
578,BMQUWWWWWWVZUWVZUVYE,0
579,BPTTVPXTTTTTTTVPXVPXVPSE,1
580,BPTTTTVPXTTVPXTTVPXTVPXTTTVVE,1
581,BPTTTTVPXVPXVPXTTTTTTVVE,1
582,BADFHJJJJJJJJJILGE,0
583,BMQUWWWVZUVZRE,0
584,BPVPXTVPXTTTTTTTTVVE,1
585,BOAFUCCCAFRE,0
586,BTXXVPXTTTVPXVPXTTVPXTVVE,1
587,BMOQUVZUWWWWWWVZUWWWWWVZRE,0
588,BADFHJILHJJILGE,0
589,BTSXXTVPXTTTVPXVVE,1
590,BTSXXTTVPXTTTTTTTTTTTTVVE,1
591,BQMNUCCCCCADE,0
592,BTXXVPXTTTTVPXVPXTVVE,1
593,BTSSXPTTTTVXPTTVSE,0
594,BTSXXTTTTTTVPXTVPXTTTVVE,1
595,BADDFHILHJJIKE,0
596,BTSXXVPXVPXTTVPXTVPSE,1
597,BTXXVPXVPXVPXVPXTTVPXVVE,1
598,BPXPXXPXSSSSSSSXPXSSSXVE,0
599,BCJJJILHJJJJILHJILGE,0
600,BTSXXTVPXTVPXVPSE,1
601,BCJJILHJJIKE,0
602,BOCCCAFUCCAFUADE,0
603,BTTVXSSXPXSXPXXPXSSSSSSSXPXSXPXSSSXPXSXPSE,0
604,BOCCCCCCCCCAFUCADE,0
605,BADFHILHJJJIKE,0
606,BNAFUCAFUCAFUCCCCCCCADE,0
607,BCJILHJJJJJJJJJJJIKE,0
608,BTXXTVPXTVPXTVVE,1
609,BTSXXVPXTVPXTTVPXVPXTTTTVPSE,1
610,BTSSSSXXTTTVPXVPXTVVE,1
611,BTSXXVPXTTVPXTVPXVPXTVVE,1
612,BCILHJJJJILHIKE,0
613,BTSSSSSXXVPXTTVPXVPXVVE,1
614,BTXXTVPXTTTVPXVPXTTTTVPXVPSE,1
615,BAFHJJILHJILHILHJJJJJIKE,0
616,BPVPXTVPXTTTVPXVPXVVE,1
617,BMQUCCCAFUCCCCCADE,0
618,BPVPXTTTVPXTTTTTTTVPSE,1
619,BNWVZUWVZUWVZUWWWWVZUWVYE,0
620,BTSSXXVPXTTTTTTVPXTTVPXVPXVVE,1
621,BTSSXXTTTTVPXTVPXTTTTTTTVPSE,1
622,BPVTPXTPXTPSE,0
623,BADDDDFHILHJJJJIKE,0
624,BMOOQUWWVZUVZRE,0
625,BTXXVPXTVPXTTVPXVPXVVE,1
626,BPSSSSSSSSSXPSE,0
627,BTXXTTTTVPXTVPXVPXTVPXVPXVPSE,1
628,BTXXTTTTTTTTVPXTTTVPSE,1
629,BPTTTTTTVPXTVPXTTVPXTTTVVE,1
630,BPVPXTTVPXTTTVPXTVPXTTTVVE,1
631,BTSXXVPXTVPXVPXVPXTTVPXTVVE,1
632,BTSSSSSSXXVPXTVPXTTTTTVPXTVVE,1
633,BTSSXXVPXTVPXTVPXVPXVPXTTVPXVPSE,1
634,BTSSSSSXXTTTTVPXVPXVVE,1
635,BPTTVPXTTTTTTTTTTTTVVE,1
636,BNCCCAFUAFUCAFUADE,0
637,BMOOQUCCAFUCAFUAFRE,0
638,BOAFUCAFUCCCCCCCCAFRE,0
639,BMOOOQUWWWWWWWVZUVZRE,0
640,BTSSSSSSSSSXXTTTVVE,1
641,BAFHJILHJJJJJJJILHIKE,0
642,BTSSXXVPXTTTTVPXVPXTVPXTVPSE,1
643,BPSSXPXSSSXPXXPXXVE,0
644,BNCCCCCCCCCCAFUCCAFRE,0
645,BTSSSSSXXVPXTVPXVPXTTVPXTTVPXTTVPXTVVE,1
646,BTSXXTVPXTVPXVPXVPXTVPXVVE,1
647,BTSSSSXXVPXTVPXTTTVPXVPXVPSE,1
648,BPTTTTTTTTVPXVPXVPSE,1
649,BTSSXXVPXTTVPXTTTVPXTTTVPXVPXTTTTTTVPXVPXTVVE,1
650,BPSSXPXSSSSXVE,0
651,BNCCCAFUAFUAFUCAFUAFUAFRE,0
652,BPTTTTTTTVPXTTVPXTTVPXTTVPSE,1
653,BTSXXTVPXVPXVPXTTTTVPXTVVE,1
654,BPTVPXTTTTVPXVPXTTTTTVPSE,1
655,BCJJJJJJILHIKE,0
656,BTSSSXXTTTVPXTTTTVVE,1
657,BTXXVPXTVPXTTVPXVPXTTVVE,1
658,BPVPXTVPXVPXTTVPXTTTTTVPSE,1
659,BTTVXSSXPSE,0
660,BPTVXPTVXPTVXPVSE,0
661,BPVPXTTTTVPXTTVPXVVE,1
662,BTSXXVPXVPXTTTVPXVPXTTTVPXTVPXVPSE,1
663,BPVPXVPXTTTTTTTTVPSE,1
664,BTSSSSSSSSSSSXXVPXTTTVVE,1
665,BTTTTVXSSSXPXXVE,0
666,BMQUWWWWWWWWWVZRE,0
667,BMQUWWVZUWWWWVZRE,0
668,BTTTTTVXSXPXSXPXXPXXPXSSSXVE,0
669,BMOOOOQUWWVZRE,0
670,BTSSSXXVPXTTTTTTTTVPSE,1
671,BMQUAFUCCAFUCCCCAFUADE,0
672,BPTTVPXVPXTVPXTVPSE,1
673,BOCCAFUCCCADE,0
674,BTTTTTVXSSSSSSXPXSSSSSSSXVE,0
675,BTSXXVPXVPXTTVPXVPXTTTTTTTTTTTVPXTTVPSE,1
676,BNCAFUCCAFUCAFRE,0
677,BPSSXPXSSSSXPXXPSE,0
678,BTXXTTVPXTTTTTTVPXTVPSE,1
679,BADDDFHILHJJJJJJJILHJJILHJIKE,0
680,BTSXTPXVTPSE,0
681,BPXPXXPXSXPXSSSXVE,0
682,BQMNUCCCCCCAFRE,0
683,BTSSSSSSSSSSSXXTVPSE,1
684,BTSSSSSSSSSSSXPTTTTVXVE,0
685,BCILHJJILGE,0
686,BTXXTTVPXTTTVPXVPXVVE,1
687,BPVPXTTVPXTVPXTVVE,1
688,BMQUCAFUAFUAFUAFRE,0
689,BQMMMMMNUAFRE,0
690,BNAFUCCAFRE,0
691,BTSXPVXPTTTVXPTTTVXVE,0
692,BNWVZUWVZUWWWVZRE,0
693,BTXPVXPTTVXPVXPVXVE,0
694,BTSSSSXPVXPTVXPTVSE,0
695,BPXXTTTTVPXVPSE,0
696,BTSSXPTTTTTVXPTTTVXPVSE,0
697,BTSSSXXTTVPXTTTTVPSE,1
698,BNVZUVZUWWWVZUVZUVYE,0
699,BTTTTVPXTVVE,0
700,BTSSXXTTVPXTVPXTTVPXVVE,1
701,BMOQUWWWVZUVZRE,0
702,BTXPVXPVXPTTTVXPVXPTTVXPTVXVE,0
703,BAFHJJILHJJIKE,0
704,BPTTTVPXTVPXVPXVPXTVPXTVPXVVE,1
705,BOCCCCAFUCAFUCCADE,0
706,BPVPXVPXTTTTVPXVPXVVE,1
707,BTXXTTTTVPXTVPXTVPXTVPSE,1
708,BCJILHJJILHILHJILHILHILHJILHJJILGE,0
709,BPTTTTTTTTTVPXVPXVVE,1
710,BTSSXXTVPXTTTTTTVPXTVPSE,1
711,BPVPXTTVPXVPXTVPXVPSE,1
712,BTSSSSSSSSSSSXXTVPXTVPXVPXTVPSE,1
713,BTSSSXXVPXTVPXVPXVPSE,1
714,BTXXVPXVPXTTVPXTTTVVE,1
715,BAFHJJJILHJILHIKE,0
716,BPTTTTVPXVPXTTTTTVVE,1
717,BTSSSXXTTTVPXTTTTTTTVVE,1
718,BTSSXPTTTTVXPTTTVSE,0
719,BTVPXTVPXTTTVPXVVE,0
720,BTXXVPXTTVPXTTVPXTVPXTVVE,1
721,BNVZUVZUWVZUVZRE,0
722,BADFHJILHJILHJJILHIKE,0
723,BCJJILHJILHJJILHILHJIKE,0
724,BOCCCCAFUAFUAFUCCCAFRE,0
725,BADDDDDDFHJILHJIKE,0
726,BQMMNUCCAFUAFUCCADE,0
727,BTSSSSSSSSXXTTTTVPXVVE,1
728,BTSSXXTVPXVPXVPSE,1
729,BMOOOQUCCCAFUADE,0
730,BPTVXPTVXPVXPVXVE,0
731,BOAFUCCAFUCCCCAFUAFUADE,0
732,BTXXTTTTTVPXTTVPSE,1
733,BOCAFUCCCCCCCAFRE,0
734,BTXXTTVPXVPXTTVPXVPXVVE,1
735,BPTTTVPXTTTVPXTTTTTVPSE,1
736,BTSXXTVPXVPXVPXVPXTVPXVVE,1
737,BPTTTTVPXTTTTTTVVE,1
738,BTSSXXTVPXTTVPXTVPXVVE,1
739,BPTTTTTVPXTTTVPXTVPXTVPSE,1
740,BTTTVXSXPXXPXXPXXPXXVE,0
741,BPTVPXTTVPXTTVPXTTVPXTVVE,1
742,BNWVZUVZUWWWWWWVYE,0
743,BPVPXTVPXTTTVPXTTTTVVE,1
744,BTTTTVXSSSXPXSSSSXPSE,0
745,BPTVPXTTTTVPXVPSE,1
746,BPTTVPXTTTVPXTVPXVPXTTVPXVPSE,1
747,BMOOOQUCCADE,0
748,BPVPXTTTTTTTTVPXVPXTVPXVVE,1
749,BTTTTTTVXSSSXPSE,0
750,BPTTTTTTVPXTVPXTVVE,1
751,BTXXTTVPXVPXTTTVPXTTVPSE,1
752,BADDDDFHJILHJJJJILHILHIKE,0
753,BPTTTVPXVPXTTTVPXTTTVVE,1
754,BNWVZUWVZUVZUVYE,0
755,BADFHJJILHJJJJJJJIKE,0
756,BTSSXXVPXTTTTTTTTVPXVVE,1
757,BTSSXXTTTTTTVPXTTVPXVVE,1
758,BTTTVPXTTTTTTVPXVVE,0
759,BTXXTTVPXVPXTTTTVPXVPSE,1
760,BTSXVVTPXVTPSE,0
761,BADDFHILHILHJJJIKE,0
762,BTXXTTTVPXVPXVPXTTTTVVE,1
763,BTSSXXTTVPXVPXVPXVPXVVE,1
764,BNWWWWWWVZUWWWVZUVZUVZUVYE,0
765,BPVPXVPXTVPXTTTTVPXVVE,1
766,BTXXTTVPXTTTTTVPSE,1
767,BPXXTVPXTTVPXVPSE,0
768,BTSSSSSSSSSSXPVSE,0
769,BPTVPXVPXVPXTTTTVPXVPSE,1
770,BTSXXVPXTTVPXVPXTTTVPSE,1
771,BPVPXTTTVPXTVPXVPXTTVVE,1
772,BPTVPXTTTVPXVPXVPXVPXTVPXTTVVE,1
773,BPTTVPXTVPXTTTTTTVPXTTVVE,1
774,BTXXTVPXTTVPXVPXVPXTTVPSE,1
775,BPVPXVPXTTVPXTTTTTTVPSE,1
776,BTXXTTTTTTTTTTTVPXTVPSE,1
777,BAFHILHJILHILHJJILGE,0
778,BCILHJJJILGE,0
779,BTXPTVXPTVXPTVXVE,0
780,BTSXXVPXVPXTTTTTTTVPSE,1
781,BTXXTTTTVPXVPXVPXTTTVVE,1
782,BTSSSXXVPXVPXTTTVPSE,1
783,BNVZUWVZUVZUVZRE,0
784,BPSSXPXSSSXPXSXPXXPSE,0
785,BCJJJJJILHJJILGE,0
786,BPVXPVXPVXPVXPVSE,0
787,BTTTVPXTTVPSE,0
788,BNCAFUCCAFUADE,0
789,BTXXTTVPXTTVPXTTTVPXTVVE,1
790,BPTTTVPXVPXTVPXVPXTVVE,1
791,BNWWWWWVZUVZUVZUVZRE,0
792,BTTTTVPXTVPXVPXTTTTVPSE,0
793,BPTTTVPXTTTVPXTTTVVE,1
794,BPXPXSXPXSSSSSXPSE,0
795,BPVPXVPXTTVPXTTTVPSE,1
796,BTSSSSXXTTTTTTTVPXVPXTTTVPSE,1
797,BPXXVPXTTVPXTTTTTTTTTTVVE,0
798,BTSSSSXXTVPXTVPXVPSE,1
799,BTSSSSSSSSSSSSSXXTTVPSE,1
800,BTXXVPXVPXTTTTTVPXVVE,1
801,BTXXTTTVPXTTVPXTTTVPXTVPSE,1
802,BPVPXTVPXTTTVPXVPXTVVE,1
803,BPVPXTVPXVPXVPXVPSE,1
804,BPVVTPXVVTVE,0
805,BPTVPXVPXVPXTVPXTTTVVE,1
806,BNCAFUAFUCAFUCCAFRE,0
807,BMOOOOOOQUWVZRE,0
808,BMOOQUCCCCCCAFRE,0
809,BTSXPTTTVXPTTVSE,0
810,BTXPTVXPVXPVXPVSE,0
811,BTXXTVPXTVPXTTTVPXVVE,1
812,BNAFUAFUCCAFUCCAFRE,0
813,BMQUWWWWVZUWWVZUVZUVYE,0
814,BTXXTTVPXTTTTTTTTTVPXTTVPXTVVE,1
815,BPSXXTTTVPXTTTVPXTTVVE,0
816,BPTTTVPXTTVPXTTTTTTTTVVE,1
817,BPTVPXTTTTTTTVPXTTVPSE,1
818,BPVPXTVPXTTVPXVPSE,1
819,BADDDFHJJJJILGE,0
820,BMOOOQUWWWWWWWWWWVZUWWWWWVZUVYE,0
821,BMOQUVZUWWWWWVZUVYE,0
822,BMOQUWWWVZUWWWWWWVYE,0
823,BCJJJJILHILHJJILGE,0
824,BTXXTTTTTTTTTTVPXVPSE,1
825,BTSSSSSXPVXPTTTVXVE,0
826,BTXXTTTTTVPXTTTVPXVPXVVE,1
827,BOAFUCCCCCCCAFUCAFRE,0
828,BTSXXTTTTTVPXTVPXVPXTVPSE,1
829,BTSSSSSSSXXTVPXVPXTTTTTVVE,1
830,BMOOQUVZUWWWWWWVZUWVYE,0
831,BTSXXTTTVPXTTVPXTVPSE,1
832,BPSSSXPXXPXSSSSXPSE,0
833,BTXXTVPXTVPXTVPXTVVE,1
834,BTSXXTTTVPXTVPXVPXTTVVE,1
835,BTXXVPXTVPXTTVPXVPXTVPSE,1
836,BTXXTTTTTVPXTTTVPXTVPSE,1
837,BTXXTTTTVPXTTTTTVPXTVPSE,1
838,BNVZUWWWWWWWWWWVZRE,0
839,BPTTTVPXTTTTTTTTTTTTVPSE,1
840,BPTTTTTVPXTTVPXTTTVVE,1
841,BPTVPXTTTVPXTVPXVPXTTTVPSE,1
842,BTSSXXTVPXTTVPXTTTTVVE,1
843,BTXPVXPTVXPVXPTTTVXPTVXPVSE,0
844,BTTTTTTVXSSXPXXVE,0
845,BQNUCCCCCCCCCAFUADE,0
846,BTSSSSSXXVPXVPXTTTTTVVE,1
847,BTSXXTTVPXTTTTVPXTVPXVPXTVVE,1
848,BTSXXVPXTVPXVPXVPXTVPSE,1
849,BTVPXTTTTVPSE,0
850,BPTVPXTTTTTTTTTTVPSE,1
851,BTSSXXTTTVPXTTTTVPXVPSE,1
852,BTXPVXPTVXPTTVXPTTVXVE,0
853,BTSSSXXTVPXTTVPXTVVE,1
854,BTSSSXXTTVPXTTTTTTTTVPSE,1
855,BCILHJILHJILHJIKE,0
856,BPTTTTVPXTTTVPXTVVE,1
857,BTXXTVPXVPXTTVPXTVVE,1
858,BNWVZUWWWWWVZUVZUVZUVZUVZRE,0
859,BTVXXPXXPXXPXSXPXXPXXPXSSXPSE,0
860,BTSSXXTTTVPXTTVPXVPXTTTVPXVVE,1
861,BTSXXVPXTVPXVPXTTTTVPXTTTVVE,1
862,BTXXSXTPXTVE,0
863,BTSSXPTTTVXPVXPTTVXPTVXVE,0
864,BTSXXTTVPXVPXVPXVPXTVPXTVVE,1
865,BNCCCCCAFUCCCCAFUADE,0
866,BPTTVPXVPXVPXTVPXVPXTTTTVVE,1
867,BPVXPTTTTTTVXVE,0
868,BADDDDFHJIKE,0
869,BTSSSXXTTTTVPXTVPXVPXVPSE,1
870,BNCCAFUCCCCCAFUAFRE,0
871,BPXPXSXPXXPXXPXSSSSXVE,0
872,BQMMMNUCAFUCCAFUCCCAFUAFUCCAFRE,0
873,BPSSSSXPXXPXSSSSSSSSSSXPXSXPXXVE,0
874,BTSXVTPXVTPXTVE,0
875,BMOOOQUCAFUCAFUCCADE,0
876,BTXXVPXTTTVPXVPSE,1
877,BTSXPTTTTVXPVXPTVXVE,0
878,BTSSXXTTTTTTVPXTVPSE,1
879,BMOOOOQUVZUVZUWVZRE,0
880,BTXXTTTTTVPXTVPXVPSE,1
881,BNVZUWWWVZUWWVYE,0
882,BTSXXVPXTTVPXTTVPXTTVPXTTTTVPSE,1
883,BPTVPXTVPXTTTTTVPXVPXVVE,1
884,BPTTTTTTVPXVPXTVPXTVVE,1
885,BTTTVXSXPXXPXSXVE,0
886,BPTVPXTTVPXTVPXVPXVPSE,1
887,BPTTTTTTVPXVPXTVPXVPXVVE,1
888,BTSSSSSSSSXXTTTTTVPSE,1
889,BPTVXPTVXPTTVXPVSE,0
890,BTTVPXTTVVE,0
891,BPTTTTVPXTTTTTTTTTTTVPXVVE,1
892,BPTTVPXTTVPXVPXTTTVPXVVE,1
893,BPVPXTTVPXVPXTVPXTTVPSE,1
894,BQMMNUCAFUAFUAFRE,0
895,BOCCAFUAFUAFUCAFRE,0
896,BTSSSXXTTVPXTVPXTVPSE,1
897,BADDDDDDDFHJILHJJILHILGE,0
898,BTXXTVPXTVPXTTTVPXVPXVVE,1
899,BTTVXSSXPXSSXPXXVE,0
900,BNVZUWWWVZUVZUWVZRE,0
901,BTXXVPXVPXTTTTTTVPXTVPXTTTTVVE,1
902,BPVPXTVPXTTTVPXVPXVPSE,1
903,BPTTTVPXTTTTTTVPXTVPXVPSE,1
904,BTSXXVPXVPXVPXVPXVVE,1
905,BADDDDDFHILHJJJJJJIKE,0
906,BPVPXTTVPXVPXTTTTTTVVE,1
907,BMOOQUVZUWVZUVZUVZUWWVYE,0
908,BADDDDFHILHJJJJILHJILHIKE,0
909,BMQUVZUWVZUVZUWVZUVYE,0
910,BTTVXSXPXXPXSSSXPXSXPSE,0
911,BADDFHJJJILHJIKE,0
912,BMQUWWWWVZUWWVZRE,0
913,BTXXTTTTTTTVPXTTTTVPXTVPXVVE,1
914,BTSSXXTTVPXTTTTTTVPXVPSE,1
915,BTVXSSXPXSSSSSSXPXXPSE,0
916,BTXXTVPXTTTTTTVPXTTTTTVPXVPXVPSE,1
917,BTSSSSXPTTTVXPTVXVE,0
918,BPTVPXVPXTVPXTVPXTTTTVVE,1
919,BTXXTTVPXTTVPXTVPXVPSE,1
920,BMOOQUCCCCCCCAFUCCAFUADE,0
921,BTSSSSSXXTTVPXVPXVPXVPXVPXTTTTVPSE,1
922,BTSSSSSSSSSXXTTVPXTTTTVPXVVE,1
923,BPVPXTTTTTTVPXTVPXVVE,1
924,BCJJILHJILHJJJJIKE,0
925,BTXXTTTTTTVPXVPXVVE,1
926,BCJJJJJILHJILHILHJIKE,0
927,BTXXTTTTTTVPXTVPXTTVPSE,1
928,BMQUVZUVZUWWWVZRE,0
929,BTSXXVPXTTTTVPXTTTTVPSE,1
930,BMQUCCCCCCCCCCCCCADE,0
931,BTSSXXVPXVPXTVVE,1
932,BPTTTTTTTTVPXVPXTTVVE,1
933,BTXXTVPXTTTTVPXTTTTVPXVPSE,1
934,BTXXTTTTVPXVPXTTVPXVPXVPSE,1
935,BPSSXXTTTVPXTTTTVPXTVPSE,0
936,BTSSSSXXTTTTTVPSE,1
937,BTVXXPXXPXSXPXSSXPXXPSE,0
938,BTXXTTVPXTTVPXTTVPXTVPXVPSE,1
939,BPTTVXPVXPVSE,0
940,BTXPTTVXPTVXPTTTVSE,0
941,BQNUCCAFUAFUCAFRE,0
942,BTTTTVXSSSSSSSSXVE,0
943,BPSSSSSSSSSXPXXPXSXPXSXVE,0
944,BTSXXVPXVPXTTTVPXTVPXTTTVPXTTVVE,1
945,BTSXXTTVPXTTTTTTTTVPXVVE,1
946,BNWVZUWVZUWWWVZUVZRE,0
947,BTSXXVPXTVPXVPXTTTTVPSE,1
948,BPSXPXSSXPXSXPSE,0
949,BMQUCCAFUCAFRE,0
950,BPVPXVPXTVPXVPXVPXTTVVE,1
951,BTXXTTTVPXTVPXVPXTVPXTTVPSE,1
952,BPSXPXXPXSXPSE,0
953,BTSSSXPTVXPTTTTVSE,0
954,BPTTTTVPXTVPXVPXTTTVPSE,1
955,BTSSXXTTTTTTTTTTTTTVPXVVE,1
956,BTSSSXXTTTVPXVVE,1
957,BTTVXXPXSSSSSSXVE,0
958,BTXXTTTTTVPXTTTTTVPXTTVVE,1
959,BPSXXTTTTTVPXTVPXVPXTTVPSE,0
960,BTXXVPXTVPXTVPXTTTTTVVE,1
961,BTTTTTVXXPXSSSXVE,0
962,BPVPXTTTTTTTTTTTTTTVVE,1
963,BMQUCCCCAFUCCAFUAFUAFUCCAFUADE,0
964,BTVXXPXSSXPXXPSE,0
965,BTSSSXXTVPXVPXTTVVE,1
966,BTSSSSSXXVPXTTTTVPXTTVPSE,1
967,BPTTTTTTVPXVPXVPXVPXTVVE,1
968,BNCCAFUAFUAFUAFUADE,0
969,BPSSSSSSSXPXSXPXXVE,0
970,BNCAFUCCCCCAFUCCADE,0
971,BPTVPXVPXTVPXVPXTTVPXVPSE,1
972,BTSSSSSXXTTTTTTVPXTVPXVVE,1
973,BTSSSSSSXPVXPTTVXVE,0
974,BTSSSSXXTTTTTTTTTTVVE,1
975,BMOQUCAFUAFUCCCCCCADE,0
976,BMOOOOOQUVZUVZUVZUVYE,0
977,BTXXTVPXVPXVPXTTTVPSE,1
978,BTSSSXXTTTTVPXTTTTTVVE,1
979,BTXXVPXTTVPXTTVPXVPSE,1
980,BTXXVPXTTTVPXVPXVPXVPSE,1
981,BMQUCCCCCAFUAFUCCCCCCCCCCCAFRE,0
982,BTSSSXXTTTTTTTVPXTTVPXVVE,1
983,BPTVXPTTVXPVXVE,0
984,BCJJILHJILHJJILHILGE,0
985,BTVXSXPXXPXSXPXXVE,0
986,BMOOOQUCCCCCCCCAFRE,0
987,BPTTVPXVPXVPXTVPXTTVPXVPSE,1
988,BPTVPXTTVPXTTTVPSE,1
989,BPTTTVPXTTVPXTTTTTTVPSE,1
990,BNCCCAFUCCAFUCADE,0
991,BTXPTTTVXPVXPTTTVXVE,0
992,BOAFUCAFUCAFUCCADE,0
993,BPVPXVPXTTTTVPXTVPXVPXVPSE,1
994,BPTTTTTVXPTVXPTTVXPVXVE,0
995,BPTTTVPXTTTVPXTVPXVPXTTVVE,1
996,BPVPXVPXTVPXTTTTTTTVPXTTVVE,1
997,BTXXTTVPXVPXTTTTTVPXTTTVPXTTVPXVVE,1
998,BCJJJILHJJJJJJJJIKE,0
999,BNCCCCCCAFUCAFUAFUCCCAFRE,0
1000,BTXXTTTVPXTTTTTTVPXTVVE,1
1001,BTXXTTVPXTTVPXTVPXVVE,1
1002,BTSXXTVPXTTTTVPXTTTTTTVPSE,1
1003,BTXXVPXTVPXTVPXVPXTTVPXVPXTTTVVE,1
1004,BPVPXTVPXTVPXVPXTTVVE,1
1005,BPVXPTVXPTVXVE,0
1006,BPSXXVPXTTTTVPXVPXTVPXTVVE,0
1007,BTSSSSXXVPXTTTVPXVPXTVVE,1
1008,BNAFUCAFUCCAFRE,0
1009,BTSXXTTVPXVPXTVVE,1
1010,BMOOQUWWVZRE,0
1011,BTSSSSSSXXTVPXTTVVE,1
1012,BTSSSSSSSXXTTTTTTTVVE,1
1013,BNCCCAFUCAFUCAFUADE,0
1014,BPXXVPXTTVPXTTVPXTTVVE,0
1015,BPTTTTTVPXTTTTTTTVPXTTTTVVE,1
1016,BTXXVPXTTTTTVPXTVPXTVVE,1
1017,BTSSXXVPXTTTTVPXTTTVPXVPSE,1
1018,BPTTTTTTVPXVPSE,1
1019,BPXXTTVPXTTTVPXVPSE,0
1020,BPVPXTTVPXVPXTTVPSE,1
1021,BTXXTTTTTTTTVPXTVPXTTTTVVE,1
1022,BCJILHJJJILHJJILHIKE,0
1023,BTSSSSSSSSXXTTTTTTTVPSE,1
1024,BTSSSSSSSXXTTTTVPXTTTTVVE,1
1025,BTTVXXPXSXPXSSXVE,0
1026,BPVPXTTTTVPXTTVVE,1
1027,BPXXTVPXTTVPXVPXTVPSE,0
1028,BPVPXVPXTTTTTTTTTTVPXVPXVPXTVVE,1
1029,BTSSXXTTTTTTTTTTVPXTTTVVE,1
1030,BQNUAFUCCCAFUAFUAFRE,0
1031,BNWWWWWWVZUVYE,0
1032,BPXPXXPXSSSSSXPSE,0
1033,BTSXXTVPXTTTTTTVPXTTTVPXVPXTVPXTVVE,1
1034,BPTTVPXVPXTTTTTVPXTVVE,1
1035,BTXXTVPXTVPXTTVPXTVPSE,1
1036,BTSXPTVXPTTTTVSE,0
1037,BPVPXTTTVPXTTTTTTTVPXVVE,1
1038,BMQUVZUWVZUVZUWWVZUVYE,0
1039,BOCCCAFUCAFUADE,0
1040,BTSSSSSSXXTTVPXTTVVE,1
1041,BPXPXXPXXPXSSSXPXSSXPSE,0
1042,BPTVPXTVPXTTVPXTVPXTVVE,1
1043,BPTTTTTTTTVPXVPXTTTTTVVE,1
1044,BPTTTTVPXTTVPXTTTVVE,1
1045,BPVPXVPXVPXTVPXTTTTTTTVPXTVPXVVE,1
1046,BQMMMMMMMNUCCCCADE,0
1047,BPXXTTTTVPXVPXVPSE,0
1048,BNWVZUWWVZUWWVZRE,0
1049,BOAFUAFUCAFUCCCCCCAFRE,0
1050,BTXXVPXTTTTTTTVPXVPXVPXTVPSE,1
1051,BTSSXXVPXTVPXTVPXTTTVVE,1
1052,BPTVPXTVPXVPXTTVPXTTVPXTTVPSE,1
1053,BPTVPXTVPXTVPXTVPXTTVPXTVVE,1
1054,BCJILHILHJJJJJJJIKE,0
1055,BPTTTVXPTVXPTTTVXPVXVE,0
1056,BTSXXTTVPXTTVPXTTVVE,1
1057,BTSSXXVPXTTTTVPSE,1
1058,BMQUCCCCAFUCCCAFRE,0
1059,BQNUAFUCCCCAFUAFUCADE,0
1060,BNWWWVZUWVZUVZUVYE,0
1061,BPTTVPXTTTVVE,1
1062,BPTTTTTTVXVE,0
1063,BAFHJJILHILHJJILHJILHILGE,0
1064,BTTTVPXTTTTTVVE,0
