string,valid
BTSXXVPXVPXTTVPSE,1
BTSXXTVPXTVPXVVE,1
BTSXXTTVPXTTVVE,1
BTXXTVPXTVPXTTVVE,1
BPTTVPXTVPXTTVPXTTVVE,1
BPTTTVPXVPXTTTTVVE,1
BTSSSSSXXTTVPXTTTVPXVVE,1
BTSSXXTTTTTTTVPSE,1
BPVPXVPXVPXVPXVVE,1
BTSSSSXXTTTVPXVPXVPXVPXVPXTVVE,1
BTSXXTVPXTTTTTTTVVE,1
BTXXTTTVPXTTTTVVE,1
BPTTTVPXVPXTTVVE,1
BPTTVPXTTVPXTTTTVPXTVPXVVE,1
BPTTVPXVPXVPXTVPXTVVE,1
BTSSSSSSXXVPXTVVE,1
BTSXXTVPXTTTVPXVPXTVPXVVE,1
BTSXXTTTTTVPXVVE,1
BTSSXXVPXTTTTTVPXVPSE,1
BPTTVPXVPXVPXTTVPSE,1
BPTTTTTVPXTTVPXVPSE,1
BPVPXTTTTTTTVPXTTTTVPSE,1
BPTTTTTTTVPXVPSE,1
BTSXXVPXVPXTTVPXVPXVVE,1
BPTTVPXVPXTTTVVE,1
BPVPXVPXVPXTTVPXVPXTTVPSE,1
BPTTTTTTVPXTTTVPSE,1
BTSSSXXTTTTTTTVVE,1
BPVPXTTTVPXVPXTTVPSE,1
BTSXXVPXVPXVPXVPSE,1
BPTVPXTTVPXTVVE,1
BPTVPXVPXVPXVPXTVPXTVVE,1
BPVPXTVPXTTTVPXTTVVE,1
BPTTVPXTTTTTTTVPXTTVVE,1
BTXXVPXVPXTTVPXTTVVE,1
BTSSSXXVPXTTTVVE,1
BTSXXTVPXVPXTTVPXVVE,1
BTXXTTTTTVPXTVVE,1
BPVPXVPXVPXVVE,1
BPTVPXTTTTTTVPXVVE,1
BTSSSSSXXTVPXVPXTVPSE,1
BTXXTTTTTTTTTVPSE,1
BTXXTTTTTTTTTTTTVPSE,1
BPTTTVPXTTVPXVPXTTVPSE,1
BPTTTTTTTVPXVVE,1
BPVPXTTTTTTTVVE,1
BTSSXXTTTTTTTTTTVPXVVE,1
BTSSXXTVPXVPXTTTVPXVPXTTVPXTVPSE,1
BPTVPXVPXTTTTTVPSE,1
BPTTVPXVPXVPXTVVE,1
BTSSSSSSSXXTTVPXVPXTTTVPXVPXVVE,1
BPTTTTTVPXTTTVVE,1
BTXXTTTTTVPXVVE,1
BTSSSXXTVPXVPSE,1
BTXXVPXTTTTTTVVE,1
BTXXVPXTTTVPXVPXVVE,1
BTXXTVPXTVPXTVVE,1
BTSXXVPXTTTTTTVVE,1
BPTTTTTTTTTTTTVPSE,1
BTSSSXXTTTTVPXVVE,1
BTXXVPXTTVPXVPXTTTTTTVPXTTTTTTTTVPXTVPSE,1
BTSSSSSXXTTTTVPXTTVVE,1
BTSSSSXXVPXTVPXTTVPXVVE,1
BTXXTVPXTTTVPXVPSE,1
BTSSSSSSSSSXXVVE,1
BTSSSSSSSSSSXSE,1
BTXXVPXTTTTTTVPXVVE,1
BPTTTTTVPXVPXTTTVVE,1
BTSSSSSSSXXTVPSE,1
BTXXTTTVPXTTVPXVVE,1
BTSSSSSSXXTTTVVE,1
BTXXTTTVPXTTVPXTTVPSE,1
BTSXXVPXTVPXTTTTVPSE,1
BPVPXTTTTTVPXTTTTVVE,1
BTXXTVPXTTVPXTTVVE,1
BTXXTTTVPXTVPXVPSE,1
BTSXXTTTTTTTVPXVPXVPSE,1
BPVPXTTTTTVPXVPXTVPSE,1
BTSSXXVPXTTVPXTTVVE,1
BPVPXTTTTTVPXTTTVPSE,1
BPVPXTTTTTTTTVVE,1
BPTTTTTVPXTTVPXTVPXTTVPSE,1
BTSSSSXXVPXVPSE,1
BPVPXTTTTTVPXVPSE,1
BPTVPXTTTTTVPSE,1
BTXXVPXTTTTTVPXVVE,1
BPTTVPXTTTTTVPSE,1
BTXXVPXVPXVPXTVVE,1
BTSSSSSXXVPXTVPXVVE,1
BPTTVPXVPXTTVPXVVE,1
BTSXXTTTVPXTTVPXVPSE,1
BTSSXXTTVPXTVPSE,1
BTXXTTTTTTTVPXTTVPSE,1
BTXXTVPXTTVPXTTTTTVVE,1
BPTVPXTVPXTTTTVPXVVE,1
BTSSXXTTVPXTTTVPSE,1
BTSXXTTVPXTTTVPSE,1
BPTTTTTTTTTTVPSE,1
BTSSSXXVPXTTTVPSE,1
BTSSXXVPXTVPXTTVPSE,1
BPVPXTVPXTVPXVPSE,1
BPTVPXTVPXVPXVVE,1
BPTTVPXVPXVPXVPXTTVVE,1
BPTTVPXTTVPXTVVE,1
BPTTTTVPXVPXTVVE,1
BPTTTTTTTTTTTVVE,1
BPVPXTTTTTTTTVPSE,1
BTSSSSSXXTTTTVPXVVE,1
BTXXTTTTTTTTVPXTTTVVE,1
BPVPXVPXVPXTVPXTTTTTVVE,1
BPVPXTTTTTVPXTTTVPXVVE,1
BPTVPXTTVPXTVPXVVE,1
BTXXTTTTTTVPXTTVPXTTTVVE,1
BPVPXTTVPXTTTTTTVPSE,1
BTSXXVPXTTTTTVPXVPSE,1
BPTTTVPXVPXTVVE,1
BPTVPXVPXTTVPXTTVPXVVE,1
BTSSSSSXXTTTVPXVPSE,1
BPTVPXTVPXTTVPXTTTVPXTVVE,1
BTSSXXTVPXTTVPXVVE,1
BTXXVPXVPXVPXVPSE,1
BTSSXXTTVPXTVPXVPXTTTVPSE,1
BTSXXTTTTTVPXVPXVVE,1
BTSXXTTTTVPXTVVE,1
BTSXXVPXTTVPXTVVE,1
BTXXVPXTTVPXTVVE,1
BTSXXTVPXTTTVPXTVVE,1
BTSSSSSSSSSSSSSSXSE,1
BPTTTTVPXTTVPXVPXVVE,1
BTSXXVPXTVPXVPXTVPXTTVPXVVE,1
BPTTVPXTVPXTTVPXVVE,1
BPVPXTTTTTTTVPXVPSE,1
BTXXTTTTTTTTTVPXTVPSE,1
BTSXXVPXTTVPXTVPSE,1
BPTTTVPXTVPXVPXVPSE,1
BPTVPXVPXTVPXVPSE,1
BPVPXTTVPXTTVPXTTVPSE,1
BTSSSSSSSSXXTTTVPSE,1
BTSSXXVPXVPXTTVPSE,1
BTXXTVPXTTVPXTVPXTTTVPSE,1
BTSSSSXXTVPXVPSE,1
BPVPXTTTTVPXTVPXTVPSE,1
BPTTTVPXTTTVPXTTVPXTTTVPXVVE,1
BTSSSSXXVPXTVPXTTVPSE,1
BTSXXTVPXVPXTVVE,1
BPVPXVPXVPXTTVPXTTVVE,1
BTSSXXTTTTTVPXTTTTVPXVPXVPXTTTTVVE,1
BPVPXTTTTVPXVPXTTTVPSE,1
BPTVPXVPXVPXTTTTVVE,1
BTSSSXXTVPXTTTVPXTVPSE,1
BPTVPXTVPXVPXTVVE,1
BTSSXXVPXVPXTTTVPSE,1
BTSSXXTTTTTTTTTTVVE,1
BTSSSXXVPXTVPXVVE,1
BPTTTVPXTTTTTVPSE,1
BTSSXXVPXTTTVVE,1
BTSSXXTVPXTVPXTVPSE,1
BTXXTTTTTTVPXVPXVVE,1
BTXXTVPXTTTTVPXTTVVE,1
BPVPXTTTTVPXTVPXTVPXVPSE,1
BTXXTTTTTTVPXTVPXTTVPXTTVVE,1
BTSXXTTTTTVPXTTVPXVPXVVE,1
BPVPXTTTTTTTTTTVPXVPXVVE,1
BTSXXTVPXTTTVPXVVE,1
BPTTVPXTVPXTVPXVVE,1
BPVPXTVPXTVPXVPXTTTVVE,1
BTSSSXXTTTTVPXTTTVPSE,1
BTXXVPXTTVPXVPXTTTTTTVPSE,1
BTSSSSSXXTTTVVE,1
BPTTTTTVPXTTVPSE,1
BPTTTTTTVPXTTVPXVVE,1
BPTTVPXVPXVPXVPXTTTTVPXTTVVE,1
BPTTVPXTVPXTVPXTVVE,1
BPVPXVPXTTTVPXVPSE,1
BPTTVPXTTTTTTVPXVPSE,1
BPTVPXVPXTTTVPXVVE,1
BPTTTTVPXVPXVPSE,1
BTSXXTVPXTTTTTVPXVPSE,1
BPTVPXTTVPXTTVPSE,1
BTSSSSSSSSSXXVPXVVE,1
BTSSSSSXXTVPXVPXVVE,1
BTSSSSXXVPXTTTTTVVE,1
BTXXVPXTTTVPXTVPXTTTVPXTVVE,1
BTSSSSXXTVPXVPXVVE,1
BTSSSSXXTTTTTTTVPSE,1
BTSSSSXXTTTVPXVPXTVPXVVE,1
BPTTTTTTTTTVPXTVVE,1
BPTVPXTVPXTVPXVVE,1
BPVPXVPXVPXVPXTVVE,1
BTSSSSSSSXXVPXTTVPXTVVE,1
BTSSSSXXTTTVVE,1
BPVPXTTTTTTVPXVPXTTTTVVE,1
BTSXXTTTVPXTTTVPXTTTVPXVVE,1
BPTTTTTTTTTVPXVVE,1
BTSXXVPXTTTTTTTTVVE,1
BPTVPXTTVPXVPXVPSE,1
BTSXXTTTTTVPXTVPSE,1
BTSXXTTTVPXTTTVVE,1
BPTVPXVPXTTVPXVPSE,1
BPTVPXTVPXTTVPSE,1
BPTTTTTTTVPXTTVVE,1
BTSXXVPXTTTTVPXVPXVVE,1
BPTTVPXTTTTTTTTVVE,1
BTSXXTTTVPXTVPXVPSE,1
BPTVPXTTTTTTTVPXTTTTVPSE,1
BTSSSSSSSSSSSXXTVPXVPSE,1
BPTTVPXTTTTVPXVVE,1
BPTVPXTTTTTVPXTVVE,1
BPTVPXTTTTTTTVPXVVE,1
BTXXTTVPXTVPXTVPXVVE,1
BTSSSXXTTTVPXVPXVVE,1
BTSXXTTTTTTTTTTVVE,1
BTXXTTTTTTTVPXTTVVE,1
BTSXXTTVPXTTVPSE,1
BPTTTTTTVPXVPXVPSE,1
BPTTTVPXTVPXTTVVE,1
BPTVPXTVPXTTTVVE,1
BPTVPXVPXVPXTTTTVPXTTVPSE,1
BPVPXTVPXTVPXVVE,1
BTSSXXTTTTTTTTVVE,1
BTSSSSSXXTVPXTVPSE,1
BTXXVPXVPXVPXVPXTVPXTVPSE,1
BPTTTTTTTVPXTTTTTVPSE,1
BPTTTVPXVPXTTTVVE,1
BPTVPXVPXTVPXVPXTTTTVVE,1
BTSSXXVPXVPXVPXTTTVVE,1
BPVPXTVPXTTVPXVPSE,1
BTSXXTTTTTTVPXTTTVVE,1
BTXXTVPXTVPXVPXVPSE,1
BTSXXVPXTTTTTVPSE,1
BTSXXVPXVPXVPXVPXTVPXVVE,1
BTXXVPXTTVPXVPSE,1
BTXXTTTVPXTTTTVPSE,1
BPVPXTTTTVPXTVPSE,1
BPVPXTTVPXTVPXTVVE,1
BPVPXVPXTVPXTVPXVVE,1
BPTTTVPXTTTTTTVPSE,1
BTSSSSSSXXTTTVPXVVE,1
BPTTTVPXTTVPXTTTTVPXVPSE,1
BTXXVPXTTTVPXTTTTTTVPSE,1
BPVPXTTTTTTVPXTVPSE,1
BPTTTVPXTTTVPXTVPXVPXTTVPSE,1
BPTTTVPXTVPXTVVE,1
BTSXXTVPXTTVPXTVPXVVE,1
BPVPXTTVPXTTTVVE,1
BTSSSSXXTTTTTTTTVVE,1
BPTVPXVPXTTTTVPXVVE,1
BTSXXTVPXVPXVPXTTTVPSE,1
BPTVPXVPXTTTTTVPXTVPSE,1
BTXXTTVPXVPXTTVPSE,1
BTSXXVPXTVPXTTTVPSE,1
BTSSSXXTTVPXVPXVPSE,1
BPVPXTTVPXVPXVVE,1
BTSSSSSXXTTTTTTTVVE,1
BTXXTVPXTTVPXVPSE,1
BTSSSSSSSXXTVVE,1
BTSSSSSSSSXXVPXTVVE,1
BTSSSSXXVPXTTVVE,1
BTSSXXTTTTTTTTTTVPXTTTVVE,1
BPTTTVPXTTTTTTTVPSE,1
BPTVPXVPXVPXVPXTVVE,1
BTSSSSSXXTTTVPXTVPSE,1
BTSSXXTTVPXTVPXTTTTTTVPXTVPSE,1
BTSSSXXVPXTTTVPXVPXTTTVPXTTVVE,1
BPTVPXTVPXTTVPXVPSE,1
BPTTVPXTTTVPXTVVE,1
BTXXVPXTTTTTTTTVVE,1
BPVPXVPXTTTVPXTVVE,1
BTSXXTTVPXTTTVVE,1
BTSSXXTTTTTVPSE,1
BTSSSSXXTTTVPXTTTTTTTVVE,1
BTXXTVPXTVPXTTTVPXTVPSE,1
BTXXTTTVPXTTTTVPXTVPSE,1
BPTTVPXTTTTVPXTVPXTVVE,1
BPTVPXTVPXVPXTVPXVPXVVE,1
BPTVPXTVPXTVPXVPXTTTVVE,1
BPVPXTVPXTTTTTVVE,1
BPTTTVPXTTTTTTVPXVPSE,1
BPVPXTTTTVPXTTTTVPXVVE,1
BTSSSSXXTTVPXTTVPSE,1
BPTTVPXVPXTVPXVVE,1
BTSXXTTVPXVPXVPSE,1
BPTVPXTTVPXVPXTTTTVVE,1
BPTVPXTTTVPXVPXVPXVPXTTTTTTTTVPXVPXTVPXTVVE,1
BTXXVPXTVPXVPXTTTVPXVPSE,1
BTXXTVPXTTTVPXVPXTVPSE,1
BTXXVPXTTVPXTTVPXTVPSE,1
BTSSXXTTTTTTTVPXVVE,1
BPTVPXVPXVPXVPXVPXVVE,1
BTXXTTTTTTVPXVPSE,1
BTSXXVPXVPXTTTTVPXTTVPSE,1
BPTVPXTVPXTTTTVVE,1
BPTTVPXTTVPXTTVPXVVE,1
BPTTTTVPXVPXVPXVPSE,1
BTSXXTTTVPXTTTTVPXVVE,1
BPTTTVPXTTVPXVPXVVE,1
BTSSXXTVPXTTTTVPXVPXVVE,1
BPTTTTTVPXTVPXTTTTVVE,1
BPTTTTTTTTTTVPXTVVE,1
BTSSXXTVPXTTTVVE,1
BPTTTTVPXVPXTVPXTVVE,1
BPVPXVPXVPXVPXTTVVE,1
BPTVPXTTTTTVPXVPSE,1
BPTTTTVPXVPXTVPSE,1
BPTVPXTVPXTVPXTTVVE,1
BTSSSSSSSXXTTTVPSE,1
BTSSSXXVPXVPXTTTTTTTTTTVVE,1
BTSSSSSSXXVPXVPSE,1
BPTVPXTTVPXTVPXTTTVVE,1
BPTTTVPXTTTTTTTTVPXTTVVE,1
BTSSXXTTTTTTVPXTVPSE,1
BTSSXXVPXTVPXVPXVPSE,1
BTSSSSXXTTVPXTTVPXVVE,1
BTSSSSSXXTTTTTVPXVPXVVE,1
BTXXTTTVPXTVPXTTTVVE,1
BPTVPXVPXTVPXTVVE,1
BPVPXVPXTTTTTVPXTVPSE,1
BPTVPXTVPXVPXTTVVE,1
BPTTTTTVPXVPXTTTVPSE,1
BPVPXVPXTVPXVPXTVPSE,1
BPTTTTVPXTVPXTTTTVPXTTVPXTVVE,1
BTXXTTVPXVPXTTTVVE,1
BTXXVPXVPXTTTVPXVVE,1
BTSSSSSSSXXTTTVVE,1
BPTTTTVPXTTTTVPXTVVE,1
BTSSSXXVPXVPXTVPXVPXTTTTTTTTVVE,1
BPTTTVPXVPXVPXVPXTTTVVE,1
BPTVPXTVPXTVPXTTTVPSE,1
BTSXXVPXTTVPXVPSE,1
BPTVPXTVPXTVPSE,1
BPTTTVPXTTTVPXVPSE,1
BPTTTVPXVPXTTTTVPXTTTVVE,1
BTSXXTTVPXTVPXTTVPXVPSE,1
BTXXVPXTVPXVPXVPSE,1
BTSXXVPXVPXTVPSE,1
BTSSSSXXTTVPXVPXTTTVVE,1
BTSXXTTTTVPXTVPSE,1
BTSSSSSXXVPXVPXVPSE,1
BTSSXXTVPXVPXVPXTVVE,1
BTXXTTTVPXTTTTVPXTVVE,1
BTSSXXVPXVPXTTVPXVVE,1
BPTTTVPXTTTTTVVE,1
BPTVPXVPXTTVPXTVPXTTVPXTVVE,1
BTSXXVPXVPXTTTVVE,1
BPTTTTVPXTTTVPSE,1
BTXXTTTVPXTTTVVE,1
BTSSSSXXTVPXTVPXVPSE,1
BTSSXXTTTTVPXVVE,1
BTSXXVPXTVPXVPXTTTTTTVPXTTVPXTTVPXTTVVE,1
BTSXXTTTVPXTVPXVVE,1
BTSSSSSSSSSXXVPSE,1
BPTTTTTTTVPXVPXTVVE,1
BTSSSSXXTTTTTTVVE,1
BPTTTVPXVPXTTTVPXVPXVPSE,1
BTSSXXVPXVPXTTTTTTTTVPSE,1
BPTTTTTVPXTTTTVPXVPXVVE,1
BTXXTTTTTTTTTVPXVVE,1
BPTVPXTVPXVPXVPXVVE,1
BTSSXXTVPXVPXTTVPXVVE,1
BTXXTTVPXTTVPXTVVE,1
BTSXXTTTVPXVPXTVPXVPXVPXVPSE,1
BTXXVPXTVPXTTTVVE,1
BTSSSSSSXXTVPXTVPXTTTTVVE,1
BTSXXTVPXTTVPXVVE,1
BTSSSXXTTTTTVPXTVPSE,1
BTXXTTTTVPXTTVVE,1
BTSSXXTTVPXVPXTVVE,1
BTSSSSSXXTVPXVPSE,1
BPTTVPXTVPXTTTVPSE,1
BPTVPXTVPXTVPXTVPXTTTVPSE,1
BPTVPXTTTVPXTTTVVE,1
BPVPXTTTTVPXTVVE,1
BTSSSXXVPXTTTVPXTTVPXTVPSE,1
BTSSXXTTTVPXTVPSE,1
BTXXVPXTTTTTTTVPSE,1
BPTTVPXTVPXTTTVPXVPXVVE,1
BTXXVPXTVPXTTTVPSE,1
BTSSSSSSSSXXVPSE,1
BPTTTVPXTVPXTTTVPXVPSE,1
BPVPXTVPXVPXTTVVE,1
BTSSXXTTTTVPXTVPXVPXTTTVVE,1
BPVPXTTVPXVPXTTVVE,1
BTXXTVPXTTTTTVPXVVE,1
BPVPXTVPXVPXVPXTVPSE,1
BPTTTTTTVPXVPXTVVE,1
BTSSSSSSSSSSSXXVPXTTTVVE,1
BTXXTTTTVPXVPXVVE,1
BTSSSXXTTTVPXTVPSE,1
BTSXXVPXTTTTTTTVVE,1
BPVPXTTTTTVPXVPXVVE,1
BTSXXTTTTTTTTTTTVVE,1
BTSXXVPXTTTTTVVE,1
BPTTVPXTVPXTTVPSE,1
BPTVPXTTVPXTVPXTVVE,1
BTSSXXTTTVPXTTVPXTVPXVVE,1
BPTVPXTTVPXTVPXVPXVPSE,1
BPVPXVPXTTVPXVPXVPSE,1
BTXXVPXTVPXVPXVPXTVPSE,1
BTSSXXTVPXTVPXVPSE,1
BTSSXXTTVPXTVVE,1
BTSSSXXTTVPXTTTTTVPSE,1
BTSXXTTVPXTTTTTVVE,1
BPTTTVPXTTTTTTVPXVVE,1
BPTTTTVPXVPXVPXVPXTTTTTVPXTTTVVE,1
BPVPXTVPXTTTTVPXTVVE,1
BTSSSXXTTTTVPXVPXVVE,1
BTSXXVPXTVPXTVPXVPSE,1
BPTTTTVPXTTVPSE,1
BTSSXXTTTVPXTTVPXVPXTTTTVPXTTVPSE,1
BTXXTVPXVPXVPXTVVE,1
BTSSXXTTTVPXVPXTTTTTTTTTTTVPSE,1
BTXXTTTTTVPXVPXVPSE,1
BTXXVPXTTTTVPXTTVVE,1
BTSSSXXTVPXVPXTVPSE,1
BPTTTTVPXTTVPXVPXVPSE,1
BTSSSSSSXXTTTTVPXVPSE,1
BPTTTVPXVPXVPXTTTVVE,1
BTSSSSSXXTTTTTVPSE,1
BTXXVPXTTTTTVVE,1
BTSSSSSSXXVPXTTVPXTVVE,1
BPTTTTVPXTTTVPXVPXVPSE,1
BTSSXXVPXTTVPXTTVPSE,1
BPTTVPXTTVPXVPXTTVPSE,1
BTSXXTVPXVPXTTTTVPXVPSE,1
BPTVPXTTTVPXVVE,1
BTSSSSSSSXXTVPXVVE,1
BTSSSSXXTVPXTTTTTVVE,1
BPVPXTTVPXVPXTVVE,1
BTSSSSSSSXXVPXTTVVE,1
BTSSXXTVPXVPXTTTVPXTVPSE,1
BTSXXTTVPXVPXTTTVVE,1
BTXXTVPXTTTVPXTVPXVPSE,1
BTSSSSSSSXXVPXTVVE,1
BPTTVPXTVPXTVPXTTTVVE,1
BTXXTVPXTVPXTTTVPSE,1
BPVPXVPXTTTVPXVPXVVE,1
BPVPXTTTVPXVPXVVE,1
BTSSSXXVPXTTTVPXTTTTVVE,1
BPTTVPXVPXTVPXTTVVE,1
BTSSSXXVPXTVPXTVPSE,1
BTSSSSSSXXTVPXTTVVE,1
BTSSSSXXTTTTTVPSE,1
BTXXVPXVPXTTVPXTVVE,1
BPVPXTTTVPXVPXTTTTTVVE,1
BPVPXTTVPXTTTTVPSE,1
BTSSSSSXXTTTTTTTVPSE,1
BTSSSSXXVPXVPXTTTVPSE,1
BTSSXXTTVPXTTTTTVPXVVE,1
BTSSSSXXVPXVPXVPSE,1
BPTVPXTTTTVPXTVPSE,1
BTSSSSXXTTTVPXTTTVPXTTVPXVPXVVE,1
BPTTTTTTVPXTTVVE,1
BPVPXTTTTTTVPXTTVVE,1
BTSXXTTTTTVPXTTVVE,1
BPTVPXVPXTTTVPXTTVVE,1
BPVPXTVPXTVPXTTVPSE,1
BTSSSSSSXXTVPXTVPSE,1
BTSSXXTTVPXTTTTTVVE,1
BPTTVPXTVPXTTTVVE,1
BPVPXTVPXVPXTTTTVVE,1
BTXXTTTTTVPXTVPXTVVE,1
BTSSSSSXXVPXTVPXVPSE,1
BTSXXTVPXVPXTVPSE,1
BTXXVPXVPXTTTTTVVE,1
BPTTTVPXVPXTVPXVVE,1
BPVPXTVPXTTTTTVPXVPSE,1
BTSSSSSXXTTTVPXTTVPSE,1
BTSSSSSXXTTTTTTTVPXVVE,1
BTXXTTTTTVPXVPXVPXVVE,1
BTXXVPXTTVPXTTTVVE,1
BPTVPXTTTTTTVPXVPXVVE,1
BPTTVPXTTVPXVPXTVVE,1
BTSSSSSSXXTVPXTVVE,1
BPVPXTTTTTVPXTVVE,1
BTXXTTVPXTTTTVVE,1
BPTTTTTTTTVPXTVPXTVVE,1
BTSSSSSSSSXXVPXVVE,1
BTXXTTTVPXTTTTVPXTTTTTTTVPSE,1
BTXXTTVPXTVPXTTTTTTTVVE,1
BTSSSXXTTVPXTVPSE,1
BPTVPXVPXTVPXTTVVE,1
BTSSSXXTTTTTVPXTVVE,1
BPVPXTTVPXVPXVPSE,1
BPTTTTTTTTVPXTTVPSE,1
BTSSSSSSSXXTVPXTVPXVPXVVE,1
BPTVPXTVPXTVPXTTVPXTVVE,1
BPVPXTVPXTTVPXTVVE,1
BTSSXXTTVPXTVPXTTVVE,1
BPTTVPXVPXTTTTVVE,1
BTSXXTVPXTVPXTVPXVPSE,1
BTSSSSXXVPXVPXTVVE,1
BTXXVPXTTTTVPXTVPSE,1
BPTVPXVPXVPXTVVE,1
BTSSSSSXXTTTTTVPXTTTTTVVE,1
BTSXXTVPXTTTVPXTTVVE,1
BTSXXTTTTVPXTTTVVE,1
BTSSSSXXVPXTVPXVPXTVPSE,1
BTSSSSSSSXXTTTVPXVPXVVE,1
BTSSXXVPXVPXVPXVVE,1
BTSXXTVPXTTTVPXTTVPXVVE,1
BTXXTTTTTTVPXTTVPSE,1
BTSXXTTTVPXVPXVVE,1
BTSSXXVPXVPXVPXVPSE,1
BPTTTTVPXTTTTVVE,1
BPVPXVPXVPXTTTTTTVVE,1
BPTTVPXTVPXTVVE,1
BTSXXTTTTVPXTTVVE,1
BTXXTTTTTTTTTTVPXVPSE,1
BTXXVPXTTTTTTTTTVVE,1
BTSSSSSSXXVPXTVPXTTVPSE,1
BTSXXVPXTTTTTTTTVPXVVE,1
BPVPXTTTVPXTTTVPXVPSE,1
BTXXTVPXTTTVPXVPXTTTVPSE,1
BPVPXVPXTTTTTTVPSE,1
BTSXXVPXVPXTTTVPXTTVVE,1
BTXXVPXTTVPXVPXVPXVPXTTTVPXTTVVE,1
BPVPXTTVPXTTTTVPXTVVE,1
BTSSXXVPXTTTTTTVVE,1
BPTTTVPXTTVPXVPXVPXVVE,1
BPTTTTTTTTTVPXVPSE,1
BTSXXTTTVPXTTTTTTTTVPSE,1
BTSXXTVPXTTTTTVPXVVE,1
BPTVPXVPXVPXTTVPSE,1
BTSSXXTVPXTTTTTTVPXVPSE,1
BPTTTVPXVPXTVPXTTVPXVVE,1
BTSSXXTTTTTVPXTTVVE,1
BTSSSSSXXTTVPXTTTVVE,1
BTSSXXTVPXTTTTTVPXTTVVE,1
BTXXTVPXVPXTVPSE,1
BPTTTVPXTTTVPXTTTVVE,1
BPTTVPXVPXVPXTTVVE,1
BPTVPXTTTVPXTVPSE,1
BPVPXTTTTVPXTVPXTVPXTVPXTTTTTTTTTVPXVPSE,1
BTSXXTTVPXTVPXVVE,1
BTSSSXXTTTVPXTVVE,1
BPVPXTTVPXTTTVPSE,1
BPTVPXVPXTTTVPXVPSE,1
BTSXXTVPXTTTTTVVE,1
BTSSSSSXXVPXTVPXVPXTVPXVPSE,1
BPTVPXTTTTTTTTVPXVPSE,1
BPTVPXVPXTTVPXTTTTTVVE,1
BTSSXXTTVPXTTVVE,1
BPTTVPXVPXTVPXTVPSE,1
BTSSSSSXXVPXTVPXVPXVVE,1
BTXXTVPXTTVPXTTTTTTTVVE,1
BTSSSSXXTTVPXTTTVVE,1
BTSXXTTTTTTTTVPXVVE,1
BPVPXVPXTVPXVPXVPSE,1
BPVPXTVPXTTTTVVE,1
BPVPXTVPXVPXVPXTVVE,1
BPTVPXTVPXTTVPXVVE,1
BTSSSXXTVPXTTVPSE,1
BPTTTTVPXVPXTVPXVVE,1
BPTVPXTVPXVPXTTTTVVE,1
BTXXTTVPXTVPXTVVE,1
BTXXTTTVPXTTVPXTTTVPSE,1
BTSSSSSSXXTTTVPSE,1
BTSSXXTVPXTTTTVVE,1
BTSSXXTTTVPXVPXVPSE,1
BTSSSXXVPXTTTTVPXVVE,1
BTSXXVPXVPXVPXTTTTTTTVVE,1
BTSSSXXVPXTTVPXTTTTVPXTTVVE,1
BPVPXTTTTTTTTTVVE,1
BPTTTTVPXTVPXTVPXTVPSE,1
BTXXTTTTTTTTTTTVVE,1
BTSSSSSXXVPXVPXVVE,1
BTSSSXXTVPXTTTTVPSE,1
BTSXXTTTTTTVPXTVPXTVVE,1
BPTTVPXTTTTTVPXTVPSE,1
BTXXVPXVPXTVPXVPXTVVE,1
BPVPXTVPXTTVPXTTTTVVE,1
BTXXTTTTTVPXTTVPXTVVE,1
BTXXVPXVPXVPXVVE,1
BTXXVPXTTTTTTVPSE,1
BPTTTTTTTTTTTTTTVVE,1
BPVPXVPXTTVPXTVVE,1
BTXXTTTTTTTVPXVPXVVE,1
BTSSSSSXXTVPXTVPXTVPSE,1
BPTTTTVPXTVPXTTVPSE,1
BTSSSXXTTVPXTTTTTVPXVVE,1
BTXXTTTVPXTVPXTTTTTVVE,1
BTSSSSSSXXTVPXTTTVPSE,1
BPTTTTTTVPXVPXTTVPSE,1
BTSSSSSSXXVPXTTTVVE,1
BPTVPXTTTVPXTTTTVPXTVPXTVVE,1
BPTTTTTTTTTTTTVPXTVVE,1
BTXXTTTTTTVPXTTTVPSE,1
BPTTTTVPXTTVPXVPXTVVE,1
BTSXXVPXVPXVPXTTVVE,1
BPTVPXTVPXTTVPXTTVPSE,1
BTSSXXTTVPXTTTVVE,1
BPTVPXVPXTTVPXTVVE,1
BPTVPXTVPXVPXTTTTTTVPSE,1
BTXXVPXTTTTTVPXTTTVPSE,1
BTXXTTVPXTTTTTTVPSE,1
BPVPXVPXTTTVPXVPXTTVVE,1
BTSSSSXXTTTTVPXTVVE,1
BPTTTTTTVPXTTTVPXTVPSE,1
BTSXXTTVPXTTTTTTVVE,1
BTXXTTTTTVPXTTTVPXTTTVVE,1
BPTVPXTTVPXVPXTTTVPXVVE,1
BTSXXTTVPXVPXTTTTTTTVPSE,1
BTSSXXTVPXVPXTTVVE,1
BTSSSSSSSXXVPXVPSE,1
BPVPXTTTTTTTTVPXTVPXVPXVVE,1
BPTTTTTTTVPXTTVPSE,1
BPVPXVPXTTTTVPXTTTVPSE,1
BPTTVPXTTTTVPXTTVVE,1
BTXXTVPXTTTVPXTTVPSE,1
BTSSXXVPXTVPXVPSE,1
BTSXXTTVPXTTTTTVPSE,1
BTSXXTTTTTTVPXVVE,1
BPTTTTTTVPXVPXVVE,1
